,Year,Province,Gender,Cause of death,Total,lat,lng,Country
178361,2020,Northwest Territories,Females,Scarlet fever and erysipelas ,0.0,64.8255, -124.8457,Canada
178365,2020,Northwest Territories,Females,Meningococcal infection ,0.0,64.8255, -124.8457,Canada
178369,2020,Northwest Territories,Females,Sepsis ,0.0,64.8255, -124.8457,Canada
178373,2020,Northwest Territories,Females,Syphilis ,0.0,64.8255, -124.8457,Canada
178377,2020,Northwest Territories,Females,Acute poliomyelitis ,0.0,64.8255, -124.8457,Canada
178381,2020,Northwest Territories,Females,Arthropod-borne viral encephalitis ,0.0,64.8255, -124.8457,Canada
178385,2020,Northwest Territories,Females,Measles ,0.0,64.8255, -124.8457,Canada
178389,2020,Northwest Territories,Females,Viral hepatitis ,1.0,64.8255, -124.8457,Canada
178393,2020,Northwest Territories,Females,Human immunodeficiency virus ,0.0,64.8255, -124.8457,Canada
178397,2020,Northwest Territories,Females,Malaria ,0.0,64.8255, -124.8457,Canada
178401,2020,Northwest Territories,Females,Malignant neoplasms ,32.0,64.8255, -124.8457,Canada
178405,2020,Northwest Territories,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",1.0,64.8255, -124.8457,Canada
178409,2020,Northwest Territories,Females,Anaemias ,2.0,64.8255, -124.8457,Canada
178413,2020,Northwest Territories,Females,Diabetes mellitus ,5.0,64.8255, -124.8457,Canada
178417,2020,Northwest Territories,Females,Nutritional deficiencies ,0.0,64.8255, -124.8457,Canada
178421,2020,Northwest Territories,Females,Meningitis ,0.0,64.8255, -124.8457,Canada
178425,2020,Northwest Territories,Females,Parkinson's disease ,2.0,64.8255, -124.8457,Canada
178429,2020,Northwest Territories,Females,Alzheimer's disease ,1.0,64.8255, -124.8457,Canada
178433,2020,Northwest Territories,Females,Diseases of heart ,10.0,64.8255, -124.8457,Canada
178437,2020,Northwest Territories,Females,Essential hypertension and hypertensive renal disease ,0.0,64.8255, -124.8457,Canada
178441,2020,Northwest Territories,Females,Cerebrovascular diseases ,1.0,64.8255, -124.8457,Canada
178445,2020,Northwest Territories,Females,Atherosclerosis ,0.0,64.8255, -124.8457,Canada
178449,2020,Northwest Territories,Females,Aortic aneurysm and dissection ,0.0,64.8255, -124.8457,Canada
178453,2020,Northwest Territories,Females,Influenza and pneumonia ,1.0,64.8255, -124.8457,Canada
178457,2020,Northwest Territories,Females,Acute bronchitis and bronchiolitis ,0.0,64.8255, -124.8457,Canada
178461,2020,Northwest Territories,Females,Chronic lower respiratory diseases ,7.0,64.8255, -124.8457,Canada
178465,2020,Northwest Territories,Females,Pneumoconioses and chemical effects ,0.0,64.8255, -124.8457,Canada
178469,2020,Northwest Territories,Females,Pneumonitis due to solids and liquids ,0.0,64.8255, -124.8457,Canada
178473,2020,Northwest Territories,Females,Peptic ulcer ,0.0,64.8255, -124.8457,Canada
178477,2020,Northwest Territories,Females,Diseases of appendix ,0.0,64.8255, -124.8457,Canada
178481,2020,Northwest Territories,Females,Hernia ,0.0,64.8255, -124.8457,Canada
178485,2020,Northwest Territories,Females,Chronic liver disease and cirrhosis ,9.0,64.8255, -124.8457,Canada
178489,2020,Northwest Territories,Females,Cholelithiasis and other disorders of gallbladder ,2.0,64.8255, -124.8457,Canada
178493,2020,Northwest Territories,Females,"Nephritis, nephrotic syndrome and nephrosis ",3.0,64.8255, -124.8457,Canada
178497,2020,Northwest Territories,Females,Infections of kidney ,0.0,64.8255, -124.8457,Canada
178501,2020,Northwest Territories,Females,Inflammatory diseases of female pelvic organs ,0.0,64.8255, -124.8457,Canada
178505,2020,Northwest Territories,Females,"Pregnancy, childbirth and the puerperium ",0.0,64.8255, -124.8457,Canada
178509,2020,Northwest Territories,Females,Certain conditions originating in the perinatal period ,0.0,64.8255, -124.8457,Canada
178513,2020,Northwest Territories,Females,"Congenital malformations, deformations and chromosomal abnormalities ",3.0,64.8255, -124.8457,Canada
178517,2020,Northwest Territories,Females,COVID-19 ,0.0,64.8255, -124.8457,Canada
178521,2020,Northwest Territories,Females,Accidents (unintentional injuries) ,5.0,64.8255, -124.8457,Canada
178525,2020,Northwest Territories,Females,Intentional self-harm (suicide) ,0.0,64.8255, -124.8457,Canada
178529,2020,Northwest Territories,Females,Assault (homicide) ,0.0,64.8255, -124.8457,Canada
178533,2020,Northwest Territories,Females,Legal intervention ,0.0,64.8255, -124.8457,Canada
178537,2020,Northwest Territories,Females,Operations of war and their sequelae ,0.0,64.8255, -124.8457,Canada
178541,2020,Northwest Territories,Females,Complications of medical and surgical care ,0.0,64.8255, -124.8457,Canada
178545,2020,Northwest Territories,Females,Other causes of death,22.0,64.8255, -124.8457,Canada
178765,2020,Nunavut,Males,Salmonella infections ,0.0,70.2998, -83.1076,Canada
178769,2020,Nunavut,Males,Shigellosis and amoebiasis ,0.0,70.2998, -83.1076,Canada
178773,2020,Nunavut,Males,Tuberculosis ,0.0,70.2998, -83.1076,Canada
178777,2020,Nunavut,Males,Whooping cough ,0.0,70.2998, -83.1076,Canada
178781,2020,Nunavut,Males,Scarlet fever and erysipelas ,0.0,70.2998, -83.1076,Canada
178785,2020,Nunavut,Males,Meningococcal infection ,0.0,70.2998, -83.1076,Canada
178789,2020,Nunavut,Males,Sepsis ,0.0,70.2998, -83.1076,Canada
178793,2020,Nunavut,Males,Syphilis ,0.0,70.2998, -83.1076,Canada
178797,2020,Nunavut,Males,Acute poliomyelitis ,0.0,70.2998, -83.1076,Canada
178801,2020,Nunavut,Males,Arthropod-borne viral encephalitis ,0.0,70.2998, -83.1076,Canada
178805,2020,Nunavut,Males,Measles ,0.0,70.2998, -83.1076,Canada
178809,2020,Nunavut,Males,Viral hepatitis ,0.0,70.2998, -83.1076,Canada
178813,2020,Nunavut,Males,Human immunodeficiency virus ,0.0,70.2998, -83.1076,Canada
178817,2020,Nunavut,Males,Malaria ,0.0,70.2998, -83.1076,Canada
178821,2020,Nunavut,Males,Malignant neoplasms ,30.0,70.2998, -83.1076,Canada
178825,2020,Nunavut,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",0.0,70.2998, -83.1076,Canada
178829,2020,Nunavut,Males,Anaemias ,0.0,70.2998, -83.1076,Canada
178833,2020,Nunavut,Males,Diabetes mellitus ,1.0,70.2998, -83.1076,Canada
178837,2020,Nunavut,Males,Nutritional deficiencies ,0.0,70.2998, -83.1076,Canada
178841,2020,Nunavut,Males,Meningitis ,0.0,70.2998, -83.1076,Canada
178845,2020,Nunavut,Males,Parkinson's disease ,1.0,70.2998, -83.1076,Canada
178849,2020,Nunavut,Males,Alzheimer's disease ,0.0,70.2998, -83.1076,Canada
178853,2020,Nunavut,Males,Diseases of heart ,14.0,70.2998, -83.1076,Canada
178857,2020,Nunavut,Males,Essential hypertension and hypertensive renal disease ,0.0,70.2998, -83.1076,Canada
178861,2020,Nunavut,Males,Cerebrovascular diseases ,1.0,70.2998, -83.1076,Canada
178865,2020,Nunavut,Males,Atherosclerosis ,0.0,70.2998, -83.1076,Canada
178869,2020,Nunavut,Males,Aortic aneurysm and dissection ,0.0,70.2998, -83.1076,Canada
178873,2020,Nunavut,Males,Influenza and pneumonia ,2.0,70.2998, -83.1076,Canada
178877,2020,Nunavut,Males,Acute bronchitis and bronchiolitis ,0.0,70.2998, -83.1076,Canada
178881,2020,Nunavut,Males,Chronic lower respiratory diseases ,5.0,70.2998, -83.1076,Canada
178885,2020,Nunavut,Males,Pneumoconioses and chemical effects ,0.0,70.2998, -83.1076,Canada
178889,2020,Nunavut,Males,Pneumonitis due to solids and liquids ,0.0,70.2998, -83.1076,Canada
178893,2020,Nunavut,Males,Peptic ulcer ,0.0,70.2998, -83.1076,Canada
178897,2020,Nunavut,Males,Diseases of appendix ,0.0,70.2998, -83.1076,Canada
178901,2020,Nunavut,Males,Hernia ,0.0,70.2998, -83.1076,Canada
178905,2020,Nunavut,Males,Chronic liver disease and cirrhosis ,0.0,70.2998, -83.1076,Canada
178909,2020,Nunavut,Males,Cholelithiasis and other disorders of gallbladder ,0.0,70.2998, -83.1076,Canada
178913,2020,Nunavut,Males,"Nephritis, nephrotic syndrome and nephrosis ",0.0,70.2998, -83.1076,Canada
178917,2020,Nunavut,Males,Infections of kidney ,0.0,70.2998, -83.1076,Canada
178921,2020,Nunavut,Males,Hyperplasia of prostate ,0.0,70.2998, -83.1076,Canada
178925,2020,Nunavut,Males,Certain conditions originating in the perinatal period ,3.0,70.2998, -83.1076,Canada
178929,2020,Nunavut,Males,"Congenital malformations, deformations and chromosomal abnormalities ",3.0,70.2998, -83.1076,Canada
178933,2020,Nunavut,Males,COVID-19 ,3.0,70.2998, -83.1076,Canada
178937,2020,Nunavut,Males,Accidents (unintentional injuries) ,11.0,70.2998, -83.1076,Canada
178941,2020,Nunavut,Males,Intentional self-harm (suicide) ,22.0,70.2998, -83.1076,Canada
178945,2020,Nunavut,Males,Assault (homicide) ,0.0,70.2998, -83.1076,Canada
178949,2020,Nunavut,Males,Legal intervention ,0.0,70.2998, -83.1076,Canada
178953,2020,Nunavut,Males,Operations of war and their sequelae ,0.0,70.2998, -83.1076,Canada
178957,2020,Nunavut,Males,Complications of medical and surgical care ,0.0,70.2998, -83.1076,Canada
178961,2020,Nunavut,Males,Other causes of death,38.0,70.2998, -83.1076,Canada
178969,2020,Nunavut,Females,Salmonella infections ,0.0,70.2998, -83.1076,Canada
178973,2020,Nunavut,Females,Shigellosis and amoebiasis ,0.0,70.2998, -83.1076,Canada
178977,2020,Nunavut,Females,Tuberculosis ,0.0,70.2998, -83.1076,Canada
178981,2020,Nunavut,Females,Whooping cough ,0.0,70.2998, -83.1076,Canada
178985,2020,Nunavut,Females,Scarlet fever and erysipelas ,0.0,70.2998, -83.1076,Canada
178989,2020,Nunavut,Females,Meningococcal infection ,0.0,70.2998, -83.1076,Canada
178993,2020,Nunavut,Females,Sepsis ,0.0,70.2998, -83.1076,Canada
178997,2020,Nunavut,Females,Syphilis ,0.0,70.2998, -83.1076,Canada
179001,2020,Nunavut,Females,Acute poliomyelitis ,0.0,70.2998, -83.1076,Canada
179005,2020,Nunavut,Females,Arthropod-borne viral encephalitis ,0.0,70.2998, -83.1076,Canada
179009,2020,Nunavut,Females,Measles ,0.0,70.2998, -83.1076,Canada
179013,2020,Nunavut,Females,Viral hepatitis ,0.0,70.2998, -83.1076,Canada
179017,2020,Nunavut,Females,Human immunodeficiency virus ,0.0,70.2998, -83.1076,Canada
179021,2020,Nunavut,Females,Malaria ,0.0,70.2998, -83.1076,Canada
179025,2020,Nunavut,Females,Malignant neoplasms ,25.0,70.2998, -83.1076,Canada
179029,2020,Nunavut,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",1.0,70.2998, -83.1076,Canada
179033,2020,Nunavut,Females,Anaemias ,0.0,70.2998, -83.1076,Canada
179037,2020,Nunavut,Females,Diabetes mellitus ,0.0,70.2998, -83.1076,Canada
179041,2020,Nunavut,Females,Nutritional deficiencies ,0.0,70.2998, -83.1076,Canada
179045,2020,Nunavut,Females,Meningitis ,0.0,70.2998, -83.1076,Canada
179049,2020,Nunavut,Females,Parkinson's disease ,0.0,70.2998, -83.1076,Canada
179053,2020,Nunavut,Females,Alzheimer's disease ,0.0,70.2998, -83.1076,Canada
179057,2020,Nunavut,Females,Diseases of heart ,4.0,70.2998, -83.1076,Canada
179061,2020,Nunavut,Females,Essential hypertension and hypertensive renal disease ,1.0,70.2998, -83.1076,Canada
179065,2020,Nunavut,Females,Cerebrovascular diseases ,3.0,70.2998, -83.1076,Canada
179069,2020,Nunavut,Females,Atherosclerosis ,0.0,70.2998, -83.1076,Canada
179073,2020,Nunavut,Females,Aortic aneurysm and dissection ,0.0,70.2998, -83.1076,Canada
179077,2020,Nunavut,Females,Influenza and pneumonia ,0.0,70.2998, -83.1076,Canada
179081,2020,Nunavut,Females,Acute bronchitis and bronchiolitis ,0.0,70.2998, -83.1076,Canada
179085,2020,Nunavut,Females,Chronic lower respiratory diseases ,4.0,70.2998, -83.1076,Canada
179089,2020,Nunavut,Females,Pneumoconioses and chemical effects ,0.0,70.2998, -83.1076,Canada
179093,2020,Nunavut,Females,Pneumonitis due to solids and liquids ,0.0,70.2998, -83.1076,Canada
179097,2020,Nunavut,Females,Peptic ulcer ,0.0,70.2998, -83.1076,Canada
179101,2020,Nunavut,Females,Diseases of appendix ,0.0,70.2998, -83.1076,Canada
179105,2020,Nunavut,Females,Hernia ,0.0,70.2998, -83.1076,Canada
179109,2020,Nunavut,Females,Chronic liver disease and cirrhosis ,2.0,70.2998, -83.1076,Canada
179113,2020,Nunavut,Females,Cholelithiasis and other disorders of gallbladder ,0.0,70.2998, -83.1076,Canada
179117,2020,Nunavut,Females,"Nephritis, nephrotic syndrome and nephrosis ",0.0,70.2998, -83.1076,Canada
179121,2020,Nunavut,Females,Infections of kidney ,0.0,70.2998, -83.1076,Canada
179125,2020,Nunavut,Females,Inflammatory diseases of female pelvic organs ,0.0,70.2998, -83.1076,Canada
179129,2020,Nunavut,Females,"Pregnancy, childbirth and the puerperium ",0.0,70.2998, -83.1076,Canada
179133,2020,Nunavut,Females,Certain conditions originating in the perinatal period ,2.0,70.2998, -83.1076,Canada
179137,2020,Nunavut,Females,"Congenital malformations, deformations and chromosomal abnormalities ",0.0,70.2998, -83.1076,Canada
179141,2020,Nunavut,Females,COVID-19 ,1.0,70.2998, -83.1076,Canada
179145,2020,Nunavut,Females,Accidents (unintentional injuries) ,6.0,70.2998, -83.1076,Canada
179149,2020,Nunavut,Females,Intentional self-harm (suicide) ,8.0,70.2998, -83.1076,Canada
179153,2020,Nunavut,Females,Assault (homicide) ,0.0,70.2998, -83.1076,Canada
179157,2020,Nunavut,Females,Legal intervention ,0.0,70.2998, -83.1076,Canada
179161,2020,Nunavut,Females,Operations of war and their sequelae ,0.0,70.2998, -83.1076,Canada
179165,2020,Nunavut,Females,Complications of medical and surgical care ,0.0,70.2998, -83.1076,Canada
179169,2020,Nunavut,Females,Other causes of death,18.0,70.2998, -83.1076,Canada
180013,2021,Newfoundland and Labrador,Males,Salmonella infections ,0.0,53.1355, -57.6604,Canada
180017,2021,Newfoundland and Labrador,Males,Shigellosis and amoebiasis ,0.0,53.1355, -57.6604,Canada
180021,2021,Newfoundland and Labrador,Males,Tuberculosis ,0.0,53.1355, -57.6604,Canada
180025,2021,Newfoundland and Labrador,Males,Whooping cough ,0.0,53.1355, -57.6604,Canada
180029,2021,Newfoundland and Labrador,Males,Scarlet fever and erysipelas ,0.0,53.1355, -57.6604,Canada
180033,2021,Newfoundland and Labrador,Males,Meningococcal infection ,0.0,53.1355, -57.6604,Canada
180037,2021,Newfoundland and Labrador,Males,Sepsis ,31.0,53.1355, -57.6604,Canada
180041,2021,Newfoundland and Labrador,Males,Syphilis ,0.0,53.1355, -57.6604,Canada
180045,2021,Newfoundland and Labrador,Males,Acute poliomyelitis ,0.0,53.1355, -57.6604,Canada
180049,2021,Newfoundland and Labrador,Males,Arthropod-borne viral encephalitis ,0.0,53.1355, -57.6604,Canada
180053,2021,Newfoundland and Labrador,Males,Measles ,0.0,53.1355, -57.6604,Canada
180057,2021,Newfoundland and Labrador,Males,Viral hepatitis ,3.0,53.1355, -57.6604,Canada
180061,2021,Newfoundland and Labrador,Males,Human immunodeficiency virus ,2.0,53.1355, -57.6604,Canada
180065,2021,Newfoundland and Labrador,Males,Malaria ,0.0,53.1355, -57.6604,Canada
180069,2021,Newfoundland and Labrador,Males,Malignant neoplasms ,920.0,53.1355, -57.6604,Canada
180073,2021,Newfoundland and Labrador,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",19.0,53.1355, -57.6604,Canada
180077,2021,Newfoundland and Labrador,Males,Anaemias ,1.0,53.1355, -57.6604,Canada
180081,2021,Newfoundland and Labrador,Males,Diabetes mellitus ,127.0,53.1355, -57.6604,Canada
180085,2021,Newfoundland and Labrador,Males,Nutritional deficiencies ,2.0,53.1355, -57.6604,Canada
180089,2021,Newfoundland and Labrador,Males,Meningitis ,1.0,53.1355, -57.6604,Canada
180093,2021,Newfoundland and Labrador,Males,Parkinson's disease ,29.0,53.1355, -57.6604,Canada
180097,2021,Newfoundland and Labrador,Males,Alzheimer's disease ,12.0,53.1355, -57.6604,Canada
180101,2021,Newfoundland and Labrador,Males,Diseases of heart ,589.0,53.1355, -57.6604,Canada
180105,2021,Newfoundland and Labrador,Males,Essential hypertension and hypertensive renal disease ,29.0,53.1355, -57.6604,Canada
180109,2021,Newfoundland and Labrador,Males,Cerebrovascular diseases ,129.0,53.1355, -57.6604,Canada
180113,2021,Newfoundland and Labrador,Males,Atherosclerosis ,3.0,53.1355, -57.6604,Canada
180117,2021,Newfoundland and Labrador,Males,Aortic aneurysm and dissection ,30.0,53.1355, -57.6604,Canada
180121,2021,Newfoundland and Labrador,Males,Influenza and pneumonia ,29.0,53.1355, -57.6604,Canada
180125,2021,Newfoundland and Labrador,Males,Acute bronchitis and bronchiolitis ,0.0,53.1355, -57.6604,Canada
180129,2021,Newfoundland and Labrador,Males,Chronic lower respiratory diseases ,113.0,53.1355, -57.6604,Canada
180133,2021,Newfoundland and Labrador,Males,Pneumoconioses and chemical effects ,0.0,53.1355, -57.6604,Canada
180137,2021,Newfoundland and Labrador,Males,Pneumonitis due to solids and liquids ,16.0,53.1355, -57.6604,Canada
180141,2021,Newfoundland and Labrador,Males,Peptic ulcer ,1.0,53.1355, -57.6604,Canada
180145,2021,Newfoundland and Labrador,Males,Diseases of appendix ,0.0,53.1355, -57.6604,Canada
180149,2021,Newfoundland and Labrador,Males,Hernia ,2.0,53.1355, -57.6604,Canada
180153,2021,Newfoundland and Labrador,Males,Chronic liver disease and cirrhosis ,57.0,53.1355, -57.6604,Canada
180157,2021,Newfoundland and Labrador,Males,Cholelithiasis and other disorders of gallbladder ,6.0,53.1355, -57.6604,Canada
180161,2021,Newfoundland and Labrador,Males,"Nephritis, nephrotic syndrome and nephrosis ",64.0,53.1355, -57.6604,Canada
180165,2021,Newfoundland and Labrador,Males,Infections of kidney ,0.0,53.1355, -57.6604,Canada
180169,2021,Newfoundland and Labrador,Males,Hyperplasia of prostate ,1.0,53.1355, -57.6604,Canada
180173,2021,Newfoundland and Labrador,Males,Certain conditions originating in the perinatal period ,8.0,53.1355, -57.6604,Canada
180177,2021,Newfoundland and Labrador,Males,"Congenital malformations, deformations and chromosomal abnormalities ",8.0,53.1355, -57.6604,Canada
180181,2021,Newfoundland and Labrador,Males,COVID-19 ,11.0,53.1355, -57.6604,Canada
180185,2021,Newfoundland and Labrador,Males,Accidents (unintentional injuries) ,135.0,53.1355, -57.6604,Canada
180189,2021,Newfoundland and Labrador,Males,Intentional self-harm (suicide) ,61.0,53.1355, -57.6604,Canada
180193,2021,Newfoundland and Labrador,Males,Assault (homicide) ,4.0,53.1355, -57.6604,Canada
180197,2021,Newfoundland and Labrador,Males,Legal intervention ,0.0,53.1355, -57.6604,Canada
180201,2021,Newfoundland and Labrador,Males,Operations of war and their sequelae ,0.0,53.1355, -57.6604,Canada
180205,2021,Newfoundland and Labrador,Males,Complications of medical and surgical care ,7.0,53.1355, -57.6604,Canada
180209,2021,Newfoundland and Labrador,Males,Other causes of death,605.0,53.1355, -57.6604,Canada
180217,2021,Newfoundland and Labrador,Females,Salmonella infections ,1.0,53.1355, -57.6604,Canada
180221,2021,Newfoundland and Labrador,Females,Shigellosis and amoebiasis ,0.0,53.1355, -57.6604,Canada
180225,2021,Newfoundland and Labrador,Females,Tuberculosis ,1.0,53.1355, -57.6604,Canada
180229,2021,Newfoundland and Labrador,Females,Whooping cough ,0.0,53.1355, -57.6604,Canada
180233,2021,Newfoundland and Labrador,Females,Scarlet fever and erysipelas ,0.0,53.1355, -57.6604,Canada
180237,2021,Newfoundland and Labrador,Females,Meningococcal infection ,0.0,53.1355, -57.6604,Canada
180241,2021,Newfoundland and Labrador,Females,Sepsis ,17.0,53.1355, -57.6604,Canada
180245,2021,Newfoundland and Labrador,Females,Syphilis ,0.0,53.1355, -57.6604,Canada
180249,2021,Newfoundland and Labrador,Females,Acute poliomyelitis ,0.0,53.1355, -57.6604,Canada
180253,2021,Newfoundland and Labrador,Females,Arthropod-borne viral encephalitis ,0.0,53.1355, -57.6604,Canada
180257,2021,Newfoundland and Labrador,Females,Measles ,0.0,53.1355, -57.6604,Canada
180261,2021,Newfoundland and Labrador,Females,Viral hepatitis ,0.0,53.1355, -57.6604,Canada
180265,2021,Newfoundland and Labrador,Females,Human immunodeficiency virus ,0.0,53.1355, -57.6604,Canada
180269,2021,Newfoundland and Labrador,Females,Malaria ,0.0,53.1355, -57.6604,Canada
180273,2021,Newfoundland and Labrador,Females,Malignant neoplasms ,778.0,53.1355, -57.6604,Canada
180277,2021,Newfoundland and Labrador,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",16.0,53.1355, -57.6604,Canada
180281,2021,Newfoundland and Labrador,Females,Anaemias ,7.0,53.1355, -57.6604,Canada
180285,2021,Newfoundland and Labrador,Females,Diabetes mellitus ,126.0,53.1355, -57.6604,Canada
180289,2021,Newfoundland and Labrador,Females,Nutritional deficiencies ,3.0,53.1355, -57.6604,Canada
180293,2021,Newfoundland and Labrador,Females,Meningitis ,0.0,53.1355, -57.6604,Canada
180297,2021,Newfoundland and Labrador,Females,Parkinson's disease ,27.0,53.1355, -57.6604,Canada
180301,2021,Newfoundland and Labrador,Females,Alzheimer's disease ,37.0,53.1355, -57.6604,Canada
180305,2021,Newfoundland and Labrador,Females,Diseases of heart ,497.0,53.1355, -57.6604,Canada
180309,2021,Newfoundland and Labrador,Females,Essential hypertension and hypertensive renal disease ,32.0,53.1355, -57.6604,Canada
180313,2021,Newfoundland and Labrador,Females,Cerebrovascular diseases ,145.0,53.1355, -57.6604,Canada
180317,2021,Newfoundland and Labrador,Females,Atherosclerosis ,2.0,53.1355, -57.6604,Canada
180321,2021,Newfoundland and Labrador,Females,Aortic aneurysm and dissection ,11.0,53.1355, -57.6604,Canada
180325,2021,Newfoundland and Labrador,Females,Influenza and pneumonia ,35.0,53.1355, -57.6604,Canada
180329,2021,Newfoundland and Labrador,Females,Acute bronchitis and bronchiolitis ,0.0,53.1355, -57.6604,Canada
180333,2021,Newfoundland and Labrador,Females,Chronic lower respiratory diseases ,107.0,53.1355, -57.6604,Canada
180337,2021,Newfoundland and Labrador,Females,Pneumoconioses and chemical effects ,0.0,53.1355, -57.6604,Canada
180341,2021,Newfoundland and Labrador,Females,Pneumonitis due to solids and liquids ,8.0,53.1355, -57.6604,Canada
180345,2021,Newfoundland and Labrador,Females,Peptic ulcer ,1.0,53.1355, -57.6604,Canada
180349,2021,Newfoundland and Labrador,Females,Diseases of appendix ,0.0,53.1355, -57.6604,Canada
180353,2021,Newfoundland and Labrador,Females,Hernia ,9.0,53.1355, -57.6604,Canada
180357,2021,Newfoundland and Labrador,Females,Chronic liver disease and cirrhosis ,35.0,53.1355, -57.6604,Canada
180361,2021,Newfoundland and Labrador,Females,Cholelithiasis and other disorders of gallbladder ,11.0,53.1355, -57.6604,Canada
180365,2021,Newfoundland and Labrador,Females,"Nephritis, nephrotic syndrome and nephrosis ",78.0,53.1355, -57.6604,Canada
180369,2021,Newfoundland and Labrador,Females,Infections of kidney ,0.0,53.1355, -57.6604,Canada
180373,2021,Newfoundland and Labrador,Females,Inflammatory diseases of female pelvic organs ,0.0,53.1355, -57.6604,Canada
180377,2021,Newfoundland and Labrador,Females,"Pregnancy, childbirth and the puerperium ",0.0,53.1355, -57.6604,Canada
180381,2021,Newfoundland and Labrador,Females,Certain conditions originating in the perinatal period ,5.0,53.1355, -57.6604,Canada
180385,2021,Newfoundland and Labrador,Females,"Congenital malformations, deformations and chromosomal abnormalities ",17.0,53.1355, -57.6604,Canada
180389,2021,Newfoundland and Labrador,Females,COVID-19 ,3.0,53.1355, -57.6604,Canada
180393,2021,Newfoundland and Labrador,Females,Accidents (unintentional injuries) ,83.0,53.1355, -57.6604,Canada
180397,2021,Newfoundland and Labrador,Females,Intentional self-harm (suicide) ,17.0,53.1355, -57.6604,Canada
180401,2021,Newfoundland and Labrador,Females,Assault (homicide) ,3.0,53.1355, -57.6604,Canada
180405,2021,Newfoundland and Labrador,Females,Legal intervention ,0.0,53.1355, -57.6604,Canada
180409,2021,Newfoundland and Labrador,Females,Operations of war and their sequelae ,0.0,53.1355, -57.6604,Canada
180413,2021,Newfoundland and Labrador,Females,Complications of medical and surgical care ,6.0,53.1355, -57.6604,Canada
180417,2021,Newfoundland and Labrador,Females,Other causes of death,692.0,53.1355, -57.6604,Canada
180637,2021,Prince Edward Island,Males,Salmonella infections ,0.0,46.5107, -63.4168,Canada
180641,2021,Prince Edward Island,Males,Shigellosis and amoebiasis ,0.0,46.5107, -63.4168,Canada
180645,2021,Prince Edward Island,Males,Tuberculosis ,0.0,46.5107, -63.4168,Canada
180649,2021,Prince Edward Island,Males,Whooping cough ,0.0,46.5107, -63.4168,Canada
180653,2021,Prince Edward Island,Males,Scarlet fever and erysipelas ,0.0,46.5107, -63.4168,Canada
180657,2021,Prince Edward Island,Males,Meningococcal infection ,0.0,46.5107, -63.4168,Canada
180661,2021,Prince Edward Island,Males,Sepsis ,4.0,46.5107, -63.4168,Canada
180665,2021,Prince Edward Island,Males,Syphilis ,0.0,46.5107, -63.4168,Canada
180669,2021,Prince Edward Island,Males,Acute poliomyelitis ,0.0,46.5107, -63.4168,Canada
180673,2021,Prince Edward Island,Males,Arthropod-borne viral encephalitis ,0.0,46.5107, -63.4168,Canada
180677,2021,Prince Edward Island,Males,Measles ,0.0,46.5107, -63.4168,Canada
180681,2021,Prince Edward Island,Males,Viral hepatitis ,0.0,46.5107, -63.4168,Canada
180685,2021,Prince Edward Island,Males,Human immunodeficiency virus ,0.0,46.5107, -63.4168,Canada
180689,2021,Prince Edward Island,Males,Malaria ,0.0,46.5107, -63.4168,Canada
180693,2021,Prince Edward Island,Males,Malignant neoplasms ,239.0,46.5107, -63.4168,Canada
180697,2021,Prince Edward Island,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",7.0,46.5107, -63.4168,Canada
180701,2021,Prince Edward Island,Males,Anaemias ,3.0,46.5107, -63.4168,Canada
180705,2021,Prince Edward Island,Males,Diabetes mellitus ,14.0,46.5107, -63.4168,Canada
180709,2021,Prince Edward Island,Males,Nutritional deficiencies ,0.0,46.5107, -63.4168,Canada
180713,2021,Prince Edward Island,Males,Meningitis ,0.0,46.5107, -63.4168,Canada
180717,2021,Prince Edward Island,Males,Parkinson's disease ,8.0,46.5107, -63.4168,Canada
180721,2021,Prince Edward Island,Males,Alzheimer's disease ,8.0,46.5107, -63.4168,Canada
180725,2021,Prince Edward Island,Males,Diseases of heart ,140.0,46.5107, -63.4168,Canada
180729,2021,Prince Edward Island,Males,Essential hypertension and hypertensive renal disease ,2.0,46.5107, -63.4168,Canada
180733,2021,Prince Edward Island,Males,Cerebrovascular diseases ,51.0,46.5107, -63.4168,Canada
180737,2021,Prince Edward Island,Males,Atherosclerosis ,0.0,46.5107, -63.4168,Canada
180741,2021,Prince Edward Island,Males,Aortic aneurysm and dissection ,11.0,46.5107, -63.4168,Canada
180745,2021,Prince Edward Island,Males,Influenza and pneumonia ,10.0,46.5107, -63.4168,Canada
180749,2021,Prince Edward Island,Males,Acute bronchitis and bronchiolitis ,0.0,46.5107, -63.4168,Canada
180753,2021,Prince Edward Island,Males,Chronic lower respiratory diseases ,24.0,46.5107, -63.4168,Canada
180757,2021,Prince Edward Island,Males,Pneumoconioses and chemical effects ,1.0,46.5107, -63.4168,Canada
180761,2021,Prince Edward Island,Males,Pneumonitis due to solids and liquids ,7.0,46.5107, -63.4168,Canada
